sep=,
DeviceTag:,left thigh
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
StartTime: ,2025-04-02_17:17:54_000 PDT
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,2528767462,-0.26830413937569,-0.42837148904800,54.97364044189453,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,2528775795,-0.26807147264481,-0.43161916732788,54.99532699584961,0.07374174892902,-0.06344995647669,10.16821479797363,0.04760405793786,-0.40160563588142,2.59990906715393
2,2528784128,-0.28320017457008,-0.42598736286163,55.00538635253906,0.04874942451715,-0.06329534202814,10.12611389160156,0.15067574381828,-0.57222205400467,2.62941670417786
3,2528792461,-0.28284490108490,-0.43066766858101,55.02713775634766,0.06789954751730,-0.05952148512006,10.14440345764160,0.06212732195854,-0.57537251710892,2.60649156570435
4,2528800794,-0.29827573895454,-0.41676500439644,55.04972839355469,0.08334154635668,-0.05585419759154,10.13524055480957,0.06064170971513,-0.47209599614143,2.58351612091064
5,2528809127,-0.29853010177612,-0.42143747210503,55.07138442993164,0.07864870876074,-0.04115360602736,10.16819953918457,-0.00998955219984,-0.57360517978668,2.59504222869873
6,2528817460,-0.30256497859955,-0.42007669806480,55.08367156982422,0.07923157513142,-0.06130807846785,10.12790966033936,0.07895588129759,-0.35247749090195,2.61958074569702
7,2528825793,-0.30189609527588,-0.42320483922958,55.10482788085938,0.06143325567245,-0.07392936944962,10.16086959838867,0.09852515161037,-0.38859355449677,2.53758955001831
8,2528834126,-0.30945971608162,-0.42343989014626,55.12026977539062,0.07851216197014,-0.07026685774326,10.16452407836914,0.03607764840126,-0.45729094743729,2.57695865631104
9,2528842459,-0.30913630127907,-0.42767551541328,55.14177703857422,0.06102863699198,-0.03899974748492,10.15172100067139,0.05887432396412,-0.52291464805603,2.57862353324890
10,2528850792,-0.31322199106216,-0.42822819948196,55.15046691894531,0.07991763949394,-0.06654411554337,10.14985370635986,0.00651882309467,-0.47196793556213,2.56714868545532
11,2528859125,-0.31216216087341,-0.43157932162285,55.17213439941406,0.08420649170876,-0.06284911185503,10.12604904174805,0.14606517553329,-0.41664111614227,2.59824419021606
12,2528867458,-0.31541043519974,-0.43525329232216,55.18389511108398,0.06656233966351,-0.05889295414090,10.13521862030029,0.13102962076664,-0.53131604194641,2.72613573074341
13,2528875791,-0.31483888626099,-0.43926808238029,55.20616531372070,0.08016180247068,-0.05333578214049,10.13153553009033,0.09012368321419,-0.49676248431206,2.66878557205200
14,2528884124,-0.31649193167686,-0.44296243786812,55.21752548217773,0.07536117732525,-0.06598671525717,10.14619159698486,0.14068618416786,-0.56251424551010,2.62613773345947
15,2528892457,-0.31548020243645,-0.44652777910233,55.23939895629883,0.06881684809923,-0.05476865544915,10.12238788604736,0.14112162590027,-0.44120517373085,2.62283349037170
16,2528900790,-0.31711071729660,-0.45005610585213,55.25526428222656,0.07695011049509,-0.05099738389254,10.17363643646240,0.10118903964758,-0.60170406103134,2.66222858428955
17,2528909123,-0.31613478064537,-0.45463782548904,55.27749252319336,0.06661207973957,-0.06543076783419,10.12238693237305,0.13904687762260,-0.56415349245071,2.66384196281433
18,2528917456,-0.31754860281944,-0.45756658911705,55.27814865112305,0.06192409992218,-0.07622221112251,10.15718555450439,0.06023187190294,-0.57859998941422,2.55897712707520
19,2528925789,-0.31699791550636,-0.46221426129341,55.30030441284180,0.06465984880924,-0.06151024624705,10.14252948760986,0.08820262551308,-0.57217079401016,2.65572237968445
20,2528934122,-0.31789317727089,-0.46396175026894,55.34160614013672,0.05643725022674,-0.05758325010538,10.17366600036621,0.18658690154552,-0.54801660776138,2.55887484550476
21,2528942455,-0.31696000695229,-0.46773824095726,55.36417007446289,0.05525499954820,-0.06285021454096,10.17184925079346,0.13464123010635,-0.46907350420952,2.70479917526245
22,2528950788,-0.31811738014221,-0.46804186701775,55.37677383422852,0.07601585239172,-0.06471653282642,10.14067649841309,0.11309966444969,-0.50501024723053,2.66878581047058
23,2528959121,-0.31692457199097,-0.47301065921783,55.39836883544922,0.06767885386944,-0.06810943037271,10.17547512054443,0.16327792406082,-0.61184722185135,2.58845925331116
24,2528967454,-0.31778353452682,-0.47319892048836,55.41241455078125,0.09045989066362,-0.06082708016038,10.14795112609863,0.15925648808479,-0.45283401012421,2.62444734573364
25,2528975787,-0.31719812750816,-0.47739335894585,55.43445587158203,0.06381434947252,-0.05119265243411,10.16448879241943,0.09171175956726,-0.51802217960358,2.64094257354736
26,2528984120,-0.31743541359901,-0.47799071669579,55.44175338745117,0.07319381833076,-0.09141787141562,10.14433288574219,0.17226853966713,-0.43987327814102,2.45562386512756
27,2528992453,-0.31619095802307,-0.48227134346962,55.46411132812500,0.08885064721107,-0.06208290532231,10.15894508361816,0.17201238870621,-0.52831918001175,2.68184852600098
28,2529000786,-0.31759980320930,-0.48425939679146,55.47147369384766,0.06802793592215,-0.03415711596608,10.16446685791016,0.09634794294834,-0.54916918277740,2.56719946861267
29,2529009119,-0.31757077574730,-0.48842111229897,55.49397277832031,0.06649471819401,-0.06703091412783,10.15166282653809,0.02790671028197,-0.51428258419037,2.69842123985291
30,2529017452,-0.31886577606201,-0.48940002918243,55.50807189941406,0.06720820814371,-0.06701496988535,10.14616966247559,0.02808601222932,-0.44712206721306,2.52626800537109
31,2529025785,-0.31817704439163,-0.49355000257492,55.52883148193359,0.06816012412310,-0.04680174961686,10.14431762695312,0.10464696586132,-0.51320683956146,2.48846173286438
32,2529034118,-0.31839561462402,-0.49550855159760,55.53598022460938,0.07970155030489,-0.05780943110585,10.13330936431885,0.13059417903423,-0.57565438747406,2.60487842559814
33,2529042451,-0.31751480698586,-0.49970576167107,55.55757904052734,0.05475969612598,-0.06641805171967,10.14253711700439,0.12775099277496,-0.51825278997421,2.59009861946106
34,2529050784,-0.31787827610970,-0.50060081481934,55.57286453247070,0.04988993331790,-0.07350993901491,10.14803791046143,0.10846348851919,-0.46077445149422,2.59832072257996
35,2529059117,-0.31622636318207,-0.50474685430527,55.59414291381836,0.05778753012419,-0.08074502646923,10.14436149597168,0.21950115263462,-0.51238715648651,2.55062675476074
36,2529067450,-0.31644275784492,-0.50583928823471,55.61216354370117,0.08435877412558,-0.07169803231955,10.16625499725342,0.16858009994030,-0.53003537654877,2.58185100555420
37,2529075783,-0.31563609838486,-0.50939404964447,55.63392257690430,0.08718226104975,-0.05323779955506,10.16805744171143,0.12014356255531,-0.44115400314331,2.60979604721069
38,2529084116,-0.31664940714836,-0.51105105876923,55.65373992919922,0.08168711513281,-0.08966610580683,10.13697147369385,0.06028310209513,-0.54394394159317,2.58861303329468
39,2529092449,-0.31585350632668,-0.51534676551819,55.67627716064453,0.07586147636175,-0.04733215644956,10.15526103973389,0.12121937423944,-0.53129047155380,2.70000958442688
40,2529100782,-0.31625840067863,-0.51676660776138,55.69130706787109,0.09138432145119,-0.03827630355954,10.13689231872559,0.13774055242538,-0.48887330293655,2.55733799934387
41,2529109115,-0.31621038913727,-0.52018523216248,55.71356201171875,0.05513959378004,-0.05219250172377,10.13152885437012,0.03023760765791,-0.42560610175133,2.66732573509216
42,2529117448,-0.31696584820747,-0.52161866426468,55.72609710693359,0.07365735620260,-0.08176989108324,10.15162754058838,0.04432543367147,-0.48477503657341,2.56402349472046
43,2529125781,-0.31722548604012,-0.52510225772858,55.74806594848633,0.06193769723177,-0.05589799582958,10.14798641204834,-0.00591688835993,-0.43349531292915,2.63459062576294
44,2529134114,-0.31795176863670,-0.52611154317856,55.75971603393555,0.07899737358093,-0.06532651931047,10.18638324737549,0.05966835841537,-0.44061610102654,2.69186377525330
45,2529142447,-0.31790369749069,-0.53044682741165,55.78173446655273,0.07593108713627,-0.05976284667850,10.13511848449707,0.03085234574974,-0.53543996810913,2.64281272888184
46,2529150780,-0.31852290034294,-0.53145015239716,55.79578781127930,0.07843349128962,-0.06340487301350,10.14426708221436,0.06630244851112,-0.42757841944695,2.64104533195496
47,2529159113,-0.31841239333153,-0.53522121906281,55.81755828857422,0.09208822995424,-0.05445320904255,10.15152740478516,0.03799871727824,-0.46666574478149,2.61325383186340
48,2529167446,-0.31907519698143,-0.53755438327789,55.82089996337891,0.07470431178808,-0.04490174725652,10.15159130096436,0.05013986676931,-0.56187391281128,2.60672235488892
49,2529175779,-0.31912952661514,-0.54126554727554,55.84194183349609,0.05542440339923,-0.04444596171379,10.17546749114990,0.01663644611835,-0.45992925763130,2.52972602844238
50,2529184112,-0.31926578283310,-0.54340672492981,55.82846832275391,0.04847102239728,-0.05343299359083,10.14069938659668,0.08128677308559,-0.55239659547806,2.56404900550842
51,2529192445,-0.31869387626648,-0.54683250188828,55.85012435913086,0.06565771996975,-0.05731977149844,10.15712165832520,0.09419636428356,-0.42627212405205,2.60823369026184
