sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-03-06_12:40:59_000 PST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1882959351,-0.65859979391098,-0.43274834752083,11.18627357482910,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1882967684,-0.65880370140076,-0.43284010887146,11.18614292144775,0.08948922157288,-0.10915953665972,9.78714942932129,0.18311615288258,-1.08992397785187,-0.86641424894333
2,1882976017,-0.65940088033676,-0.43221375346184,11.18611240386963,0.09807263314724,-0.09598399698734,9.81228446960449,0.13903406262398,-1.00291264057159,-0.86941117048264
3,1882984350,-0.65970569849014,-0.43169668316841,11.18601608276367,0.08565523475409,-0.12975943088531,9.79412364959717,0.17192274332047,-1.01692354679108,-0.86234158277512
4,1882992683,-0.65973579883575,-0.43177309632301,11.18620395660400,0.09038332104683,-0.11670578271151,9.78169155120850,0.20678371191025,-1.08802866935730,-0.80404365062714
5,1883001016,-0.65917026996613,-0.43158102035522,11.18635463714600,0.08240790665150,-0.12709172070026,9.80676937103271,0.27717161178589,-1.05724024772644,-0.83216804265976
6,1883009349,-0.65885579586029,-0.43190404772758,11.18682193756104,0.07305198162794,-0.11983872950077,9.77748584747314,0.24838121235371,-1.11735689640045,-0.84023654460907
7,1883017682,-0.65826547145844,-0.43085706233978,11.18683910369873,0.07193631678820,-0.13181313872337,9.79564094543457,0.27901583909988,-0.95291352272034,-0.84781831502914
8,1883026015,-0.65747433900833,-0.43084141612053,11.18664455413818,0.08159963041544,-0.11418798565865,9.78180599212646,0.30491185188293,-1.07540071010590,-0.86959034204483
9,1883034348,-0.65764081478119,-0.43177402019501,11.18707561492920,0.07080593705177,-0.12496700137854,9.77861690521240,0.18936604261398,-1.19299590587616,-0.80079066753387
10,1883042681,-0.65752345323563,-0.43135851621628,11.18617630004883,0.09353764355183,-0.10564000904560,9.78266525268555,0.22368910908699,-1.02706670761108,-0.95235002040863
11,1883051014,-0.65742218494415,-0.43002662062645,11.18601226806641,0.07336670905352,-0.11453847587109,9.76212120056152,0.21989819407463,-0.91966640949249,-0.86897581815720
12,1883059347,-0.65644663572311,-0.43037301301956,11.18563652038574,0.07991145551205,-0.12726305425167,9.78483963012695,0.32827201485634,-1.11917555332184,-0.90550154447556
13,1883067680,-0.65675085783005,-0.43040111660957,11.18575096130371,0.08148518949747,-0.10175634175539,9.76823711395264,0.17238381505013,-1.08277785778046,-0.83713728189468
14,1883076013,-0.65708488225937,-0.43068274855614,11.18581676483154,0.08569105714560,-0.12013915181160,9.79747772216797,0.16946376860142,-1.11330986022949,-0.86459565162659
15,1883084346,-0.65678715705872,-0.43058249354362,11.18526935577393,0.08144941926003,-0.11325096338987,9.79981708526611,0.24410365521908,-1.06630778312683,-0.91787326335907
16,1883092679,-0.65672528743744,-0.43138134479523,11.18484687805176,0.06764436513186,-0.10639818012714,9.76340961456299,0.21677327156067,-1.17288863658905,-0.90811431407928
17,1883101012,-0.65695315599442,-0.43090951442719,11.18594074249268,0.06408231705427,-0.11858697980642,9.77425289154053,0.18268072605133,-1.02509438991547,-0.71892750263214
18,1883109345,-0.65697252750397,-0.43062770366669,11.18553066253662,0.08209311217070,-0.12051794677973,9.77167129516602,0.20737285912037,-1.04415142536163,-0.87056374549866
19,1883117678,-0.65657848119736,-0.43024897575378,11.18510627746582,0.08395291864872,-0.11310075223446,9.78096866607666,0.25606548786163,-1.03242003917694,-0.90206927061081
20,1883126011,-0.65649068355560,-0.43021535873413,11.18501853942871,0.09039047360420,-0.11193484067917,9.79383754730225,0.21977013349533,-1.07412016391754,-0.84976500272751
21,1883134344,-0.65662902593613,-0.43034932017326,11.18582820892334,0.08469687402248,-0.10910259932280,9.79724216461182,0.19354115426540,-1.09607148170471,-0.75435203313828
22,1883142677,-0.65623784065247,-0.42993313074112,11.18553543090820,0.07858104258776,-0.10542543232441,9.79712772369385,0.25642412900925,-1.02824497222900,-0.93078285455704
23,1883151010,-0.65570896863937,-0.42960974574089,11.18527030944824,0.06911791861057,-0.10365899652243,9.78171348571777,0.27202317118645,-1.03948962688446,-0.88262802362442
24,1883159343,-0.65624880790710,-0.42994511127472,11.18571376800537,0.09812270104885,-0.10943134129047,9.77486801147461,0.14523270726204,-1.11979031562805,-0.84005725383759
25,1883167676,-0.65640544891357,-0.43009185791016,11.18607330322266,0.06567746400833,-0.10131317377090,9.77344417572021,0.18990392982960,-1.09686553478241,-0.80780881643295
26,1883176009,-0.65661841630936,-0.42992681264877,11.18627262115479,0.07853821665049,-0.13358649611473,9.78489589691162,0.18549829721451,-1.05834186077118,-0.82786494493484
27,1883184342,-0.65672343969345,-0.43090069293976,11.18620872497559,0.07737945765257,-0.12861527502537,9.78068256378174,0.19612818956375,-1.19714534282684,-0.85954964160919
28,1883192675,-0.65676701068878,-0.43059450387955,11.18640422821045,0.07094196230173,-0.12460281699896,9.79399490356445,0.20509317517281,-1.04097521305084,-0.82650732994080
29,1883201008,-0.65651792287827,-0.43029236793518,11.18627738952637,0.06267321109772,-0.12997430562973,9.78432369232178,0.23949308693409,-1.04289638996124,-0.86664479970932
30,1883209341,-0.65730428695679,-0.43034106492996,11.18604660034180,0.07102768868208,-0.10719218105078,9.77948951721191,0.11518720537424,-1.08500623703003,-0.88659828901291
31,1883217674,-0.65667665004730,-0.43045309185982,11.18541717529297,0.08020482957363,-0.10240725427866,9.78536796569824,0.28288361430168,-1.09125590324402,-0.92750424146652
32,1883226007,-0.65675300359726,-0.42978587746620,11.18555450439453,0.09200701862574,-0.11966706067324,9.74551963806152,0.20089243352413,-0.99807143211365,-0.85045659542084
33,1883234340,-0.65714174509048,-0.42946979403496,11.18559741973877,0.06112099066377,-0.11552527546883,9.77521133422852,0.16375179588795,-1.04217922687531,-0.84630709886551
