sep=,
DeviceTag:,Xsens DOT
FirmwareVersion:,3.0.0
AppVersion:,2023.6.0
StartTime: ,2025-03-06_12:43:39_000 PST
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,2042652963,3.23363161087036,0.35730075836182,15.68623352050781,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,2042661296,3.23369240760803,0.35734286904335,15.68600273132324,-0.07751535624266,0.54182785749435,9.83573818206787,1.29923081398010,0.08014693856239,-0.36417034268379
2,2042669629,3.23344469070435,0.35712078213692,15.68664932250977,-0.06340995430946,0.56166267395020,9.87193202972412,1.26119375228882,0.05522428825498,-0.24921369552612
3,2042677962,3.23285460472107,0.35739946365356,15.68591880798340,-0.08312318474054,0.54812949895859,9.88768959045410,1.22138917446136,0.10465975850821,-0.45212966203690
4,2042686295,3.23281812667847,0.35735049843788,15.68620204925537,-0.07406768947840,0.56224924325943,9.84206867218018,1.28670549392700,0.07407636940479,-0.29424354434013
5,2042694628,3.23320794105530,0.35752913355827,15.68547534942627,-0.06271612644196,0.55830085277557,9.85141754150391,1.33862543106079,0.09446528553963,-0.40594717860222
6,2042702961,3.23281812667847,0.35776135325432,15.68613052368164,-0.04893975332379,0.56248527765274,9.88046550750732,1.24362230300903,0.10852751135826,-0.25154459476471
7,2042711294,3.23335790634155,0.35840392112732,15.68575477600098,-0.05952595919371,0.55692750215530,9.85658168792725,1.35601758956909,0.15657980740070,-0.32682481408119
8,2042719627,3.23358821868896,0.35874417424202,15.68551445007324,-0.04387538135052,0.53661352396011,9.82634830474854,1.31951737403870,0.11575072258711,-0.35825350880623
9,2042727960,3.23303055763245,0.35839116573334,15.68547153472900,-0.04124329239130,0.55515360832214,9.85003662109375,1.22423231601715,0.03614168241620,-0.32526236772537
10,2042736293,3.23299360275269,0.35877186059952,15.68474960327148,-0.05429723113775,0.54700648784637,9.86531543731689,1.28721773624420,0.11654476076365,-0.41747361421585
11,2042744626,3.23312282562256,0.35910895466805,15.68500328063965,-0.03080729395151,0.57472378015518,9.83666801452637,1.30660760402679,0.11959285289049,-0.31811594963074
12,2042752959,3.23274970054626,0.35893848538399,15.68460273742676,-0.03859674185514,0.53655618429184,9.81138324737549,1.24677276611328,0.05317515134811,-0.37433922290802
13,2042761292,3.23363518714905,0.35923731327057,15.68482971191406,-0.04107162356377,0.55216372013092,9.86939239501953,1.39710283279419,0.11667283624411,-0.27884936332703
14,2042769625,3.23449778556824,0.35905745625496,15.68566608428955,-0.05840307101607,0.56004607677460,9.84618759155273,1.39420843124390,0.06175591796637,-0.22739039361477
15,2042777958,3.23478841781616,0.35899382829666,15.68543720245361,-0.03912620246410,0.56270694732666,9.86262512207031,1.32586967945099,0.07059282809496,-0.33484208583832
16,2042786291,3.23506665229797,0.35911265015602,15.68460750579834,-0.07430373132229,0.57457357645035,9.85374927520752,1.32533180713654,0.08608944714069,-0.42887192964554
17,2042794624,3.23439025878906,0.35946732759476,15.68424224853516,-0.07543420046568,0.55835795402527,9.87210941314697,1.20991396903992,0.11662161350250,-0.39016878604889
