sep=,
DeviceTag:,bottom
FirmwareVersion:,2.2.1
AppVersion:,2023.6.0
StartTime: ,2025-04-03_11:56:43_000 PDT
© Movella Technologies B. V. 2005-2025

PacketCounter,SampleTimeFine,Euler_X,Euler_Y,Euler_Z,Acc_X,Acc_Y,Acc_Z,Gyr_X,Gyr_Y,Gyr_Z
0,1561014178,0.70422065258026,-1.92948305606842,-80.08550262451172,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000,0.00000000000000
1,1561022511,0.71504676342010,-1.91390717029572,-80.07841491699219,0.36633440852165,0.11713542044163,9.97829437255859,1.32780349254608,1.88022553920746,0.82620000839233
2,1561030844,0.72462368011475,-1.93106973171234,-80.07235717773438,0.33976605534554,0.14103345572948,9.99844741821289,1.27529442310333,1.82617962360382,0.86226487159729
3,1561039177,0.73551630973816,-1.91460275650024,-80.06470489501953,0.35727313160896,0.10248921066523,10.01143550872803,1.33763945102692,1.98844587802887,0.89336055517197
4,1561047510,0.74263572692871,-1.91977512836456,-80.06088256835938,0.35805276036263,0.10433702915907,9.99320983886719,1.31978631019592,2.05394172668457,0.77361398935318
5,1561055843,0.75374859571457,-1.90324628353119,-80.05352783203125,0.33683592081070,0.11725774407387,9.98955821990967,1.36389386653900,1.99497771263123,0.85732120275497
6,1561064176,0.75288522243500,-1.90463054180145,-80.04828643798828,0.33761537075043,0.12473176419735,9.98048591613770,1.35731124877930,1.87528228759766,0.81974518299103
7,1561072509,0.76388949155807,-1.88858044147491,-80.04117584228516,0.33482792973518,0.10101896524429,9.99708271026611,1.34914016723633,1.93762731552124,0.82786494493484
8,1561080842,0.76217728853226,-1.88046765327454,-80.03496551513672,0.33568614721298,0.11754899471998,10.02276706695557,1.39181351661682,2.14581990242004,0.88178294897079
9,1561089175,0.77361708879471,-1.86341524124146,-80.02752685546875,0.35825729370117,0.12316550314426,10.00829792022705,1.40162372589111,2.05888509750366,0.86387854814529
10,1561097508,0.77388328313828,-1.85622727870941,-80.02153015136719,0.34419339895248,0.09401241689920,10.00842189788818,1.33774197101593,2.09991908073425,0.85219848155975
11,1561105841,0.78470981121063,-1.83800053596497,-80.01500701904297,0.33573696017265,0.12885273993015,10.00471401214600,1.32496035099030,2.19814968109131,0.75040745735168
12,1561114174,0.78489851951599,-1.83113658428192,-80.01002502441406,0.35833069682121,0.12523326277733,9.97563838958740,1.37854528427124,1.91629052162170,0.85588681697845
13,1561122507,0.79532742500305,-1.81505155563354,-80.00243377685547,0.35171484947205,0.12174504995346,10.00135517120361,1.28013539314270,1.94267332553864,0.88511264324188
14,1561130840,0.79779970645905,-1.80842232704163,-79.99648284912109,0.34720179438591,0.13813365995884,10.00135707855225,1.39181351661682,2.16392874717712,0.90796053409576
15,1561139173,0.80869799852371,-1.79344522953033,-79.98964691162109,0.35301625728607,0.12385163456202,10.01255512237549,1.33433508872986,1.80801916122437,0.79208177328110
16,1561147506,0.81229221820831,-1.78866088390350,-79.98439788818359,0.33957237005234,0.12553702294827,9.98325729370117,1.25413691997528,1.97046482563019,0.81449425220490
17,1561155839,0.82350927591324,-1.77141213417053,-79.97740936279297,0.35510677099228,0.11807088553905,9.97981643676758,1.37232124805450,2.08178424835205,0.80806511640549
18,1561164172,0.82824122905731,-1.76602053642273,-79.97262573242188,0.34824177622795,0.12018488347530,10.00551795959473,1.37572765350342,2.03409028053284,0.74751305580139
19,1561172505,0.83855855464935,-1.74978792667389,-79.96597290039062,0.33969908952713,0.10568732023239,10.00379467010498,1.26243603229523,1.95891261100769,0.77189773321152
20,1561180838,0.84247386455536,-1.74415612220764,-79.96134948730469,0.36266613006592,0.14036574959755,10.00390052795410,1.36238276958466,1.99981880187988,0.79674363136292
21,1561189171,0.85282039642334,-1.72861647605896,-79.95356750488281,0.35993930697441,0.13117256760597,9.97290802001953,1.26999223232269,1.87889397144318,0.90652632713318
22,1561197504,0.85801488161087,-1.72384750843048,-79.94879913330078,0.36431211233139,0.12395210564137,10.00787067413330,1.36888873577118,2.01134490966797,0.83278274536133
23,1561205837,0.86884886026382,-1.70854556560516,-79.94160461425781,0.35223227739334,0.12047081440687,10.00059032440186,1.32598495483398,1.84913003444672,0.83634322881699
24,1561214170,0.87346708774567,-1.70389807224274,-79.93731689453125,0.35300225019455,0.12606471776962,10.02630519866943,1.30211246013641,2.02922391891479,0.73411679267883
25,1561222503,0.88545626401901,-1.68678462505341,-79.93072509765625,0.34471008181572,0.11875832825899,10.01723003387451,1.46268808841705,2.06672286987305,0.76090931892395
26,1561230836,0.89016687870026,-1.68236601352692,-79.92653656005859,0.36763572692871,0.13521622121334,9.98266506195068,1.32472991943359,1.95558285713196,0.77868556976318
27,1561239169,0.90116703510284,-1.66513872146606,-79.91998291015625,0.36093232035637,0.13537850975990,10.00651931762695,1.34309518337250,2.08006811141968,0.75706708431244
28,1561247502,0.90595245361328,-1.66210007667542,-79.91560363769531,0.33401721715927,0.12097486108541,10.00281906127930,1.26712346076965,1.83435082435608,0.77220523357391
29,1561255835,0.91637653112411,-1.64629304409027,-79.90860748291016,0.35343360900879,0.11525503546000,9.99216556549072,1.27531993389130,1.91150057315826,0.81139487028122
